indice,Lancelot,Bob (Dumb),Charlie (Dumb),David (Dumb)
7913,0,330,0,330
7914,300,20,300,20
7915,0,330,0,330
7916,290,30,290,30
7917,270,60,270,60
7918,20,220,20,220
7919,30,220,30,220
7920,50,200,50,200
7921,40,200,40,200
7922,0,240,0,240
7923,410,0,410,0
7924,70,180,70,180
7925,30,210,30,210
7926,0,240,0,240
7927,50,190,50,190
7928,410,0,410,0
7929,90,160,90,160
7930,80,160,80,160
7931,20,220,20,220
7932,80,160,80,160
7933,0,240,0,240
7934,0,330,0,330
7935,300,20,300,20
7936,50,190,50,190
7937,310,10,310,10
7938,0,330,0,330
7939,20,220,20,220
7940,410,0,410,0
7941,30,210,30,210
7942,70,170,70,170
7943,80,160,80,160
7944,30,210,30,210
7945,90,160,90,160
7946,60,190,60,190
7947,80,160,80,160
7948,0,240,0,240
7949,280,30,280,30
7950,70,170,70,170
7951,290,30,290,30
7952,290,30,290,30
7953,300,20,300,20
7954,10,230,10,230
7955,290,40,290,40
7956,60,180,60,180
7957,270,50,270,50
7958,30,210,30,210
7959,250,70,250,70
7960,260,70,260,70
7961,0,330,0,330
7962,70,180,70,180
7963,60,190,60,190
7964,410,0,410,0
7965,40,200,40,200
7966,60,180,60,180
7967,60,180,60,180
7968,0,240,0,240
7969,410,0,410,0
7970,250,70,250,70
7971,270,50,270,50
7972,60,180,60,180
7973,80,170,80,170
7974,0,240,0,240
7975,60,190,60,190
7976,30,210,30,210
7977,0,240,0,240
7978,70,170,70,170
7979,250,70,250,70
7980,50,190,50,190
7981,290,30,290,30
7982,410,0,410,0
7983,20,220,20,220
7984,0,240,0,240
7985,40,200,40,200
7986,70,180,70,180
7987,280,40,280,40
7988,80,170,80,170
7989,250,70,250,70
7990,300,20,300,20
7991,20,230,20,230
7992,90,160,90,160
7993,250,70,250,70
7994,300,20,300,20
7995,410,0,410,0
7996,40,200,40,200
7997,60,180,60,180
7998,60,180,60,180
7999,270,50,270,50
8000,50,190,50,190
8001,60,180,60,180
8002,410,0,410,0
8003,300,20,300,20
8004,310,20,310,20
8005,40,210,40,210
8006,260,60,260,60
8007,20,230,20,230
8008,20,230,20,230
8009,270,50,270,50
8010,410,0,410,0
8011,40,200,40,200
8012,70,170,70,170
8013,410,0,410,0
8014,410,0,410,0
8015,30,210,30,210
8016,60,190,60,190
8017,410,0,410,0
8018,300,20,300,20
8019,250,70,250,70
8020,310,20,310,20
8021,260,70,260,70
8022,30,220,30,220
8023,60,190,60,190
8024,300,20,300,20
8025,260,60,260,60
8026,80,170,80,170
8027,0,240,0,240
8028,20,220,20,220
8029,0,330,0,330
8030,50,190,50,190
8031,300,20,300,20
8032,410,0,410,0
8033,310,10,310,10
8034,260,60,260,60
8035,320,0,320,0
8036,290,40,290,40
8037,80,160,80,160
8038,30,210,30,210
8039,300,20,300,20
8040,250,70,250,70
8041,90,160,90,160
8042,80,170,80,170
8043,280,40,280,40
8044,280,40,280,40
8045,260,60,260,60
8046,270,50,270,50
8047,250,70,250,70
8048,80,160,80,160
8049,410,0,410,0
8050,410,0,410,0
8051,40,200,40,200
8052,60,190,60,190
8053,0,330,0,330
8054,90,160,90,160
8055,40,210,40,210
8056,60,180,60,180
8057,0,240,0,240
8058,80,160,80,160
8059,70,170,70,170
8060,70,170,70,170
8061,0,330,0,330
8062,410,0,410,0
8063,70,180,70,180
8064,290,20,290,20
8065,50,190,50,190
8066,50,190,50,190
8067,250,70,250,70
8068,0,240,0,240
8069,0,330,0,330
8070,60,190,60,190
8071,250,70,250,70
8072,0,230,0,230
8073,250,60,250,60
8074,410,0,410,0
8075,0,240,0,240
8076,50,180,50,180
8077,80,160,80,160
8078,410,0,410,0
8079,300,30,300,30
8080,90,160,90,160
8081,60,180,60,180
8082,60,180,60,180
8083,280,40,280,40
8084,250,70,250,70
8085,410,0,410,0
8086,10,230,10,230
8087,50,190,50,190
8088,60,190,60,190
8089,90,160,90,160
8090,60,180,60,180
8091,250,70,250,70
8092,290,40,290,40
8093,310,20,310,20
8094,280,40,280,40
8095,250,70,250,70
8096,300,30,300,30
8097,80,160,80,160
8098,80,160,80,160
8099,270,50,270,50
8100,70,180,70,180
8101,40,200,40,200
8102,50,190,50,190
8103,0,330,0,330
8104,70,160,70,160
8105,310,10,310,10
8106,260,70,260,70
8107,280,40,280,40
8108,280,40,280,40
8109,40,200,40,200
8110,30,210,30,210
8111,30,220,30,220
8112,20,230,20,230
8113,260,60,260,60
8114,0,330,0,330
8115,260,70,260,70
8116,410,0,410,0
8117,290,30,290,30
8118,80,170,80,170
8119,300,20,300,20
8120,0,240,0,240
8121,300,20,300,20
8122,240,70,240,70
8123,80,160,80,160
8124,70,170,70,170
8125,270,40,270,40
8126,80,170,80,170
8127,290,20,290,20
8128,40,200,40,200
8129,90,160,90,160
8130,40,200,40,200
8131,60,180,60,180
8132,260,50,260,50
8133,300,30,300,30
8134,70,180,70,180
8135,410,0,410,0
8136,70,170,70,170
8137,290,30,290,30
8138,50,190,50,190
8139,40,210,40,210
8140,0,330,0,330
8141,410,0,410,0
8142,410,0,410,0
8143,80,160,80,160
8144,270,50,270,50
8145,0,330,0,330
8146,0,330,0,330
8147,90,160,90,160
8148,50,190,50,190
8149,0,240,0,240
8150,0,240,0,240
8151,50,200,50,200
8152,270,50,270,50
8153,410,0,410,0
8154,0,240,0,240
8155,60,190,60,190
8156,80,160,80,160
8157,410,0,410,0
8158,310,10,310,10
8159,0,330,0,330
8160,300,20,300,20
8161,20,220,20,220
8162,60,180,60,180
8163,0,330,0,330
8164,410,0,410,0
8165,20,220,20,220
8166,290,30,290,30
8167,260,60,260,60
8168,20,220,20,220
8169,300,20,300,20
8170,10,220,10,220
8171,40,210,40,210
8172,280,40,280,40
8173,30,210,30,210
8174,410,0,410,0
8175,0,330,0,330
8176,70,170,70,170
8177,270,40,270,40
8178,280,50,280,50
8179,20,220,20,220
8180,0,250,0,250
8181,50,190,50,190
8182,410,0,410,0
8183,70,170,70,170
8184,70,170,70,170
8185,80,160,80,160
8186,80,170,80,170
8187,410,0,410,0
8188,50,200,50,200
8189,0,240,0,240
8190,280,40,280,40
8191,300,20,300,20
8192,270,50,270,50
8193,80,160,80,160
8194,70,170,70,170
8195,60,190,60,190
8196,410,0,410,0
8197,70,170,70,170
8198,280,50,280,50
8199,80,160,80,160
8200,20,210,20,210
8201,0,240,0,240
8202,270,60,270,60
8203,280,50,280,50
8204,290,30,290,30
8205,280,40,280,40
8206,280,50,280,50
8207,280,40,280,40
8208,260,60,260,60
8209,40,200,40,200
8210,50,190,50,190
8211,80,160,80,160
8212,50,190,50,190
8213,80,160,80,160
8214,290,40,290,40
8215,300,20,300,20
8216,260,60,260,60
8217,310,20,310,20
8218,20,220,20,220
8219,60,190,60,190
8220,90,160,90,160
8221,410,0,410,0
8222,0,330,0,330
8223,0,240,0,240
8224,0,330,0,330
8225,310,20,310,20
8226,70,170,70,170
8227,280,40,280,40
8228,260,60,260,60
8229,260,60,260,60
8230,0,240,0,240
8231,260,70,260,70
8232,280,50,280,50
8233,280,50,280,50
8234,80,160,80,160
8235,40,200,40,200
8236,300,20,300,20
8237,0,240,0,240
8238,0,240,0,240
8239,0,330,0,330
8240,0,250,0,250
8241,0,330,0,330
8242,260,60,260,60
8243,280,40,280,40
8244,60,180,60,180
8245,280,50,280,50
8246,280,40,280,40
8247,250,70,250,70
8248,40,200,40,200
8249,280,40,280,40
8250,270,40,270,40
8251,300,20,300,20
8252,10,230,10,230
8253,300,20,300,20
8254,0,240,0,240
8255,10,240,10,240
8256,30,210,30,210
8257,0,330,0,330
8258,80,160,80,160
8259,50,190,50,190
8260,300,20,300,20
8261,270,60,270,60
8262,0,240,0,240
8263,20,220,20,220
8264,290,30,290,30
8265,80,170,80,170
8266,80,170,80,170
8267,60,190,60,190
8268,410,0,410,0
8269,40,200,40,200
8270,0,240,0,240
8271,260,70,260,70
8272,0,240,0,240
8273,0,330,0,330
8274,40,200,40,200
8275,270,60,270,60
8276,410,0,410,0
8277,10,230,10,230
8278,50,190,50,190
8279,310,20,310,20
8280,60,180,60,180
8281,40,210,40,210
8282,270,50,270,50
8283,300,20,300,20
8284,0,240,0,240
8285,410,0,410,0
8286,80,160,80,160
8287,40,200,40,200
8288,290,40,290,40
8289,60,180,60,180
8290,300,20,300,20
8291,20,220,20,220
8292,290,30,290,30
8293,280,40,280,40
8294,0,330,0,330
8295,260,70,260,70
8296,290,30,290,30
8297,70,170,70,170
8298,290,40,290,40
8299,20,220,20,220
8300,270,50,270,50
8301,270,50,270,50
8302,280,40,280,40
8303,40,210,40,210
8304,30,210,30,210
8305,80,170,80,170
8306,60,170,60,170
8307,410,0,410,0
8308,290,30,290,30
8309,280,40,280,40
8310,0,330,0,330
8311,260,60,260,60
8312,80,160,80,160
8313,0,330,0,330
8314,60,180,60,180
8315,60,180,60,180
8316,280,40,280,40
8317,280,50,280,50
8318,280,50,280,50
8319,60,180,60,180
8320,20,230,20,230
8321,50,190,50,190
8322,250,70,250,70
8323,410,0,410,0
8324,410,0,410,0
8325,40,190,40,190
8326,60,180,60,180
8327,20,220,20,220
8328,80,160,80,160
8329,260,70,260,70
8330,260,60,260,60
8331,260,70,260,70
8332,60,190,60,190
8333,300,20,300,20
8334,250,60,250,60
8335,80,160,80,160
8336,300,30,300,30
8337,310,10,310,10
8338,60,180,60,180
8339,0,240,0,240
8340,260,60,260,60
8341,280,40,280,40
8342,80,170,80,170
8343,20,220,20,220
8344,90,160,90,160
8345,80,160,80,160
8346,20,210,20,210
8347,300,20,300,20
8348,410,0,410,0
8349,0,330,0,330
8350,40,200,40,200
8351,250,70,250,70
8352,0,330,0,330
8353,260,60,260,60
8354,0,240,0,240
8355,60,180,60,180
8356,270,60,270,60
8357,410,0,410,0
8358,0,250,0,250
8359,280,50,280,50
8360,250,70,250,70
8361,70,160,70,160
8362,250,60,250,60
8363,20,220,20,220
8364,0,330,0,330
8365,260,60,260,60
8366,30,210,30,210
8367,300,20,300,20
8368,70,170,70,170
8369,300,20,300,20
8370,270,50,270,50
8371,0,330,0,330
8372,290,20,290,20
8373,260,60,260,60
8374,30,210,30,210
8375,290,30,290,30
8376,410,0,410,0
8377,290,30,290,30
8378,410,0,410,0
8379,410,0,410,0
8380,80,170,80,170
8381,290,40,290,40
8382,0,330,0,330
8383,260,60,260,60
8384,410,0,410,0
8385,80,170,80,170
8386,70,170,70,170
8387,0,330,0,330
8388,300,30,300,30
8389,410,0,410,0
8390,240,70,240,70
8391,250,70,250,70
8392,300,20,300,20
8393,0,330,0,330
8394,290,30,290,30
8395,0,240,0,240
8396,260,60,260,60
8397,300,20,300,20
8398,300,30,300,30
8399,270,50,270,50
8400,60,190,60,190
8401,70,170,70,170
8402,270,50,270,50
8403,270,50,270,50
8404,310,20,310,20
8405,410,0,410,0
8406,270,50,270,50
8407,270,50,270,50
8408,260,60,260,60
8409,410,0,410,0
8410,410,0,410,0
8411,20,220,20,220
8412,70,170,70,170
8413,70,160,70,160
8414,50,190,50,190
8415,410,0,410,0
8416,280,40,280,40
8417,300,20,300,20
8418,310,20,310,20
8419,270,60,270,60
8420,410,0,410,0
8421,0,240,0,240
8422,290,30,290,30
8423,300,20,300,20
8424,290,40,290,40
8425,270,50,270,50
8426,0,330,0,330
8427,250,70,250,70
8428,60,190,60,190
8429,90,160,90,160
8430,80,160,80,160
8431,0,240,0,240
8432,0,240,0,240
8433,80,160,80,160
8434,0,240,0,240
8435,290,30,290,30
8436,270,50,270,50
8437,0,240,0,240
8438,50,190,50,190
8439,290,30,290,30
8440,40,210,40,210
8441,10,230,10,230
8442,410,0,410,0
8443,20,220,20,220
8444,410,0,410,0
8445,300,20,300,20
8446,10,230,10,230
8447,0,240,0,240
8448,290,30,290,30
8449,410,0,410,0
8450,250,70,250,70
8451,50,190,50,190
8452,70,170,70,170
8453,250,70,250,70
8454,260,60,260,60
8455,20,220,20,220
8456,300,30,300,30
8457,410,0,410,0
8458,20,220,20,220
8459,260,60,260,60
8460,0,330,0,330
8461,270,50,270,50
8462,80,160,80,160
8463,40,190,40,190
8464,60,180,60,180
8465,90,160,90,160
8466,300,20,300,20
8467,10,230,10,230
8468,320,0,320,0
8469,260,60,260,60
8470,260,70,260,70
8471,0,240,0,240
8472,280,40,280,40
8473,0,250,0,250
8474,90,160,90,160
8475,40,200,40,200
8476,80,170,80,170
8477,260,60,260,60
8478,410,0,410,0
8479,0,240,0,240
8480,310,20,310,20
8481,0,330,0,330
8482,240,70,240,70
8483,0,240,0,240
8484,260,60,260,60
8485,300,20,300,20
8486,410,0,410,0
8487,270,60,270,60
8488,310,10,310,10
8489,20,220,20,220
8490,410,0,410,0
8491,80,160,80,160
8492,280,50,280,50
8493,300,20,300,20
8494,300,20,300,20
8495,260,70,260,70
8496,70,170,70,170
8497,60,180,60,180
8498,0,240,0,240
8499,290,30,290,30
8500,70,170,70,170
8501,60,180,60,180
